_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
26340,2033,,Pike,Shelter,130,Deer Lakes Park,DL,Pike,https://www.alleghenycounty.us/parks/deer-lakes/pike-1.aspx,,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.49018600378,40.374036866738
26341,2034,,Carp 1,Shelter,130,Deer Lakes Park,DL,Carp 1,https://www.alleghenycounty.us/parks/deer-lakes/carp-1.aspx,180,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.492540231011,40.373319821717
26342,2035,,Trout,Shelter,130,Deer Lakes Park,DL,Trout,https://www.alleghenycounty.us/parks/deer-lakes/trout.aspx,120,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.490792680227,40.373312826039
26343,2036,,Carp 2,Shelter,130,Deer Lakes Park,DL,Carp 2,https://www.alleghenycounty.us/parks/deer-lakes/carp-2.aspx,75,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.491919737353,40.373294905158
26344,2037,,Anglers,Shelter,130,Deer Lakes Park,DL,Anglers,https://www.alleghenycounty.us/parks/deer-lakes/anglers.aspx,60,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,-79.491295134098,40.37108684144
26345,2038,,Minnow,Shelter,130,Deer Lakes Park,DL,Minnow,https://www.alleghenycounty.us/parks/deer-lakes/minnow-2.aspx,,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.492374573727,40.374421217942
26346,2039,,Arrowhead,Shelter,130,Settler's Cabin Park,SC,Arrowhead,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.092041275986,40.252291012908
26347,2040,,Broken Branch Bathroom,Restroom,,Harrison Hills Park,HH,Broken Branch Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.415250290422,40.38590740447
26348,2041,,Oak Bathroom,Restroom,,Harrison Hills Park,HH,Oak Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420339290727,40.390062191749
26349,2042,,Ox Roast Bathroom,Restroom,,Harrison Hills Park,HH,Ox Roast Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.413962976027,40.390073779752
26350,2043,,Wake Robin Bathroom,Restroom,,Harrison Hills Park,HH,Wake Robin Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.415681776368,40.390508779311
26351,2044,,Baneberry Bathroom,Restroom,,Harrison Hills Park,HH,Baneberry Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420507023563,40.390965817172
26352,2045,,Bob White Bathroom,Restroom,,Harrison Hills Park,HH,Bob White Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.415707315597,40.390927197612
26353,2046,,Yakaon Bathroom,Restroom,,Harrison Hills Park,HH,Yakaon Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420810259713,40.392348533135
26354,2047,,Carp Bathroom,Restroom,,Deer Lakes Park,DL,Carp Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492410189689,40.373494741961
26355,2048,,Pike Bathroom,Restroom,,Deer Lakes Park,DL,Pike Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.490288547099,40.373958423054
26356,2049,,Veteran's Bathroom,Restroom,,Deer Lakes Park,DL,Veteran's Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.49368601827,40.371750080296
26357,2050,,Walleye Bathroom,Restroom,,Deer Lakes Park,DL,Walleye Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.490499854034,40.371188792125
26358,2051,,Minnow Bathroom,Restroom,,Deer Lakes Park,DL,Minnow Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492254815327,40.374121933213
26359,2052,,Wagman Observatory Bathroom,Restroom,,Deer Lakes Park,DL,Wagman Observatory Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.484383079283,40.373397893811
26360,2053,,Spray Park Bathroom,Restroom,,Deer Lakes Park,DL,Spray Park Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.494782797331,40.37088372668
26361,2054,,Lower Dogwood Bathroom,Restroom,,White Oak Park,WO,Lower Dogwood Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.47421202551,40.201354453736
26362,2055,,Mountain Ash Bathroom,Restroom,,White Oak Park,WO,Mountain Ash Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.473459565295,40.201514443112
26363,2056,,Magnolia Bathroom,Restroom,,White Oak Park,WO,Magnolia Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.474836369047,40.201948624669
26364,2057,,Cedar Bathroom,Restroom,,White Oak Park,WO,Cedar Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.474796272167,40.200875590318
26365,2058,,Pine Bathroom,Restroom,,White Oak Park,WO,Pine Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475026135889,40.200247874162
26366,2059,,Tulip Tree Bathroom,Restroom,,White Oak Park,WO,Tulip Tree Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475273943055,40.195885150752
26367,2060,,Blue Spruce Bathroom,Restroom,,White Oak Park,WO,Blue Spruce Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.480037438622,40.200277804507
26368,2061,,Maple Bathroom,Restroom,,White Oak Park,WO,Maple Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475317461303,40.200702072383
26369,2062,,Redwood Bathroom,Restroom,,White Oak Park,WO,Redwood Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475852348909,40.201597234098
26370,2063,,Playground Bathroom,Restroom,,White Oak Park,WO,Playground Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.473108836709,40.204538894372
26371,2064,,Mansion Bathroom,Restroom,,Hartwood Acres Park,HA,Mansion Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.543192625472,40.341343401419
26372,2065,,Amphitheater Bathroom,Restroom,,Hartwood Acres Park,HA,Amphitheater Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.55268722684,40.340696656315
26373,2066,,Ballfield Bathroom,Restroom,,Boyce Park,BP,Ballfield Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.441617523479,40.283233953845
26374,2067,,Meadow Bathroom,Restroom,,Round Hill Park,RH,Meadow Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.512473591,40.144352566318
26375,2070,,Visitors Center Bathroom,Restroom,,Round Hill Park,RH,Visitors Center Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.510994963885,40.142942822712
26376,2072,,Algonquin Bathroom,Restroom,,Settler's Cabin Park,SC,Algonquin Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.092643010563,40.260014012793
26377,2073,,Cayuga Bathroom,Restroom,,Settler's Cabin Park,SC,Cayuga Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.093971057333,40.260419068924
26378,2074,,Moccasin Bathroom,Restroom,,Settler's Cabin Park,SC,Moccasin Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.093952636876,40.255672908301
26379,2075,,Mingo,Shelter,130,Settler's Cabin Park,SC,Mingo,https://www.alleghenycounty.us/parks/settlers-cabin/mingo.aspx,,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.093974895225,40.254665204899
26380,2076,,Seneca Bathroom,Restroom,,Settler's Cabin Park,SC,Seneca Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.09310342092,40.253372249932
26381,2077,,Arrowhead Bathroom,Restroom,,Settler's Cabin Park,SC,Arrowhead Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.09195475703,40.252359409737
26382,2078,,Chippewa Bathroom,Restroom,,Settler's Cabin Park,SC,Chippewa Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.092402561299,40.254060233885
26383,2082,,Forbes Bathroom,Restroom,,South Park,SP,Forbes Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001958835941,40.190672715346
26384,2083,,Spreading Oak Bathroom,Restroom,,South Park,SP,Spreading Oak Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.000942983923,40.195185257652
26385,2084,,Bathroom,Restroom,,South Park,SP,Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594495722008,40.182456074565
26386,2085,,Black Ash Bathroom,Restroom,,South Park,SP,Black Ash Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.593975375946,40.181291902891
26387,2086,,Museum Building Batroom,Restroom,,South Park,SP,Museum Building Batroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595193812858,40.181098536939
26388,2087,,Children's Playground Bathroom,Restroom,,South Park,SP,Children's Playground Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594807843122,40.182552597809
26389,2088,,Harbor Bathroom,Restroom,,South Park,SP,Harbor Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001563697595,40.185143183345
26390,2089,,Circleview Bathroom,Restroom,,South Park,SP,Circleview Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004904197856,40.191371476281
26391,2090,,100 Acre Bathroom,Restroom,,South Park,SP,100 Acre Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003619675317,40.200107567411
26392,2091,,Sesqui Bathroom,Restroom,,South Park,SP,Sesqui Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003483824107,40.183206440533
26393,2092,,Horse Show Bathroom,Restroom,,South Park,SP,Horse Show Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.593801937571,40.180934015019
26394,2093,,J.C. Stone Bathroom,Restroom,,North Park,NP,J.C. Stone Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004038707498,40.354680209143
26395,2094,,Donora Bathroom,Restroom,,North Park,NP,Donora Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.590421640994,40.351927567992
26396,2095,,Garner Bathroom,Restroom,,North Park,NP,Garner Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002716391987,40.354167106827
26397,2096,,Point Bathroom,Restroom,,North Park,NP,Point Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595863966405,40.354672659907
26398,2097,,Richland Bathroom,Restroom,,North Park,NP,Richland Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595137084135,40.353393125131
26399,2098,,Pie Traynor Field Bathroom,Restroom,,North Park,NP,Pie Traynor Field Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.592487502048,40.35134088403
26400,2099,,Flagstaff Bathroom,Restroom,,North Park,NP,Flagstaff Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004434050466,40.360734452182
26401,2100,,Olympia Bathroom,Restroom,,North Park,NP,Olympia Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.011889796318,40.36586483674
26402,2101,,Playground,Playground,,Harrison Hills Park,HH,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.413935218746,40.390329422223
26403,2102,,Playground,Playground,,Harrison Hills Park,HH,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.413940173853,40.39043638435
26404,2103,,Playground,Playground,,Harrison Hills Park,HH,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420002759304,40.390073683957
26405,2104,,Playground,Playground,,Deer Lakes Park,DL,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.494937352087,40.370689049851
26406,2105,,Playground,Playground,,Deer Lakes Park,DL,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492036552506,40.374060307105
26407,2106,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001543321606,40.35381834108
26408,2107,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010476106033,40.370014472082
26409,2108,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594316818629,40.351580344908
26410,2109,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.590763657873,40.352411069317
26411,2110,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.591883224482,40.35089960336
26412,2111,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003751149758,40.353889638512
26413,2112,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001772050243,40.360432192275
26414,2113,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595141724802,40.353619141261
26415,2114,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004614610315,40.360663769118
26416,2115,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594480887877,40.353316536773
26417,2116,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.000240014364,40.361060779118
26418,2117,,Playground,Playground,,North Park,NP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595855461402,40.354540876587
26419,2118,,Playground,Playground,,Settler's Cabin Park,SC,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.092793898365,40.25324444299
26420,2119,,Playground,Playground,,Settler's Cabin Park,SC,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.093708886256,40.260351320343
26421,2120,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595767578682,40.181368076347
26422,2121,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003289313459,40.194819963212
26423,2122,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001100372985,40.195267927694
26424,2123,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002962270203,40.19557661935
26425,2124,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.000410928847,40.183034584843
26426,2125,,Playground,Playground,,South Park,SP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001668124266,40.185156321481
26427,2126,,Playground,Playground,,Round Hill Park,RH,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.511786256195,40.144296881737
26428,2127,,Playground,Playground,,White Oak Park,WO,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.473254498415,40.204550796135
26429,2128,,Playground,Playground,,White Oak Park,WO,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475099887646,40.200902688172
26430,2129,,O'Block Playground,Playground,,Boyce Park,BP,O'Block Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.452250365035,40.280303420325
26431,2130,,Playground,Playground,,Boyce Park,BP,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.44517647934,40.282515808074
26432,2131,,AED,AED,,Harrison Hills Park,HH,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420987022474,40.39250407117
26433,2132,,AED,AED,,Deer Lakes Park,DL,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.485270624574,40.365270260546
26434,2133,,AED,AED,,Hartwood Acres Park,HA,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.543205642894,40.341236225496
26435,2134,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010010407003,40.370616493815
26436,2135,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003554826809,40.351744824668
26437,2136,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.593324655542,40.35209583934
26438,2137,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010218242694,40.363933678695
26439,2138,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.011700801849,40.362407995531
26440,2139,,AED,AED,,North Park,NP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00272460429,40.36175268148
26441,2140,,AED,AED,,Settler's Cabin Park,SC,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.090178945905,40.260391936177
26442,2141,,AED,AED,,South Park,SP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595701291898,40.192573769449
26443,2142,,AED,AED,,South Park,SP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005518878569,40.184701193009
26444,2143,,AED,AED,,South Park,SP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004081511573,40.185404010471
26445,2145,,AED,AED,,Round Hill Park,RH,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.51084480128,40.143080392617
26446,2146,,AED,AED,,White Oak Park,WO,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.470196608044,40.202932022363
26447,2147,,AED,AED,,Boyce Park,BP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.4430008482,40.27091875277
26448,2148,,AED,AED,,Boyce Park,BP,AED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.451001884945,40.273775924605
26449,2149,,Soccer Field 3,Field - Soccer,64,Harrison Hills Park,HH,Soccer Field 3,https://www.alleghenycounty.us/parks/harrison-hills/soccer.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.414242160942,40.384496244303
26450,2150,,Soccer Field 1,Field - Soccer,64,Harrison Hills Park,HH,Soccer Field 1,https://www.alleghenycounty.us/parks/harrison-hills/soccer.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.414911771384,40.384328479872
26451,2151,,Latodami Nature Center,Building,,North Park,NP,Latodami Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01538992424,40.37164210567
26452,2152,,Old Water Filtration Plant,Building,,North Park,NP,Old Water Filtration Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.011583863558,40.364579303583
26453,2153,,Tennis Courts,Court - Tennis,,North Park,NP,Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005217477849,40.362669872532
26454,2154,,Platform Tennis Courts,Court - Tennis,,North Park,NP,Platform Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004856138526,40.362394990253
26455,2155,,Wave Pool Engineer Building,Building,,Settler's Cabin Park,SC,Wave Pool Engineer Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.085949823302,40.260156380231
26456,2156,,Wave Pool Ticketbooth,Building,,Settler's Cabin Park,SC,Wave Pool Ticketbooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.090832130685,40.260214490101
26457,2157,,Wave Pool Concession Stand,Building,,Settler's Cabin Park,SC,Wave Pool Concession Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.090754540533,40.260332322052
26458,2158,,Wave Pool Raft Rental,Building,,Settler's Cabin Park,SC,Wave Pool Raft Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.090670204637,40.260135780723
26459,2159,,Dek Hockey Bathroom,Restroom,,Settler's Cabin Park,SC,Dek Hockey Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.09264996652,40.255081855287
26460,2160,,Wave Pool Raft Rental,Building,,South Park,SP,Wave Pool Raft Rental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005274168172,40.184982223107
26461,2161,,Wave Pool Concession Stand,Building,,South Park,SP,Wave Pool Concession Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005323489422,40.185156004214
26462,2162,,Wave Pool Ticketbooth,Building,,South Park,SP,Wave Pool Ticketbooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005337814909,40.185335352564
26463,2163,,Exhibit Building 5,Building,,South Park,SP,Exhibit Building 5,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594631609146,40.181276477432
26464,2164,,Exhibit Building 7,Building,,South Park,SP,Exhibit Building 7,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594582673415,40.181179574502
26465,2165,,Exhibit Building 39,Building,,South Park,SP,Exhibit Building 39,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594535089929,40.181082675344
26466,2166,,Exhibit Building 6,Building,,South Park,SP,Exhibit Building 6,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594733802364,40.181248265944
26467,2167,,Exhibit Building 8,Building,,South Park,SP,Exhibit Building 8,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.59468554429,40.181150847549
26468,2168,,Exhibit Building 10,Building,,South Park,SP,Exhibit Building 10,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594637964607,40.181052913512
26469,2169,,Exhibit Building 11,Building,,South Park,SP,Exhibit Building 11,https://www.alleghenycounty.us/parks/south-park/rentals.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594553241534,40.18099961425
26470,2170,,Playground,Shelter,130,Deer Lakes Park,DL,Playground,,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.492152460908,40.374096459792
26471,2171,,Fishing Platform,Fishing Platforms,,Deer Lakes Park,DL,Fishing Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.494232230014,40.371329702491
26472,2172,,Fishing Platform,Fishing Platforms,,Deer Lakes Park,DL,Fishing Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.493848462516,40.371433329642
26473,2173,,Workout Station,Workout Stations,,Deer Lakes Park,DL,Workout Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.49385521766,40.371397569748
26474,2174,,Fishing Platform,Fishing Platforms,,Deer Lakes Park,DL,Fishing Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492101352632,40.371966308963
26475,2175,,Workout Station,Workout Stations,,Deer Lakes Park,DL,Workout Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492131883226,40.37178566598
26476,2176,,Workout Station,Workout Stations,,Deer Lakes Park,DL,Workout Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492638993679,40.37219296585
26477,2177,,Wagner Bathroom,Restroom,,North Park,NP,Wagner Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003128257951,40.361836570306
26478,2178,,Old Fire House Bathroom,Restroom,,North Park,NP,Old Fire House Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004224334423,40.354289506621
26479,2179,,Playground Bathroom,Restroom,,North Park,NP,Playground Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594351811177,40.3517573495
26480,2180,,Skate Park,Skate Park,,South Park,SP,Skate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001589318323,40.195571538529
26481,2181,,Silent Brook Bathroom,Restroom,,South Park,SP,Silent Brook Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.00559720157,40.193302223346
